x_impact,y_impact,z_impact,fall_time,travel_distance_flat
87.16593801961936,33.19164730923014,-54,5.023498082363258,40.64394236928869
49.48174699498353,18.032185560725534,-30,4.26815746197522,36.8854692956541
104.3641082685146,25.935682279883057,-60,5.351253025788483,39.5089451772431
87.58517316016918,75.31882181077025,-74,5.699371644857397,41.60950572207829
70.25215092075481,59.88063679865374,-58,5.2467710823509925,40.125473845495236
68.99741656545227,14.13868693953191,-39,4.640030283708984,37.97856783703436
65.1636033773306,26.017169680713387,-41,4.845199840836942,36.76096196316075
49.635498942151706,11.208723253415362,-27,4.162022788864631,36.44590806357492
52.28920829265742,20.154247846761375,-32,4.593397072403154,34.841025470432
54.60137144441677,31.016801178880886,-38,4.893957411639538,34.28570967015857
77.12326378889475,36.964746491984215,-51,5.192130754433456,37.49539639330765
68.92079668275039,30.974388578904072,-45,4.664490171880847,40.260626049933485
56.37719938289612,9.318861870439488,-30,4.46357682104069,35.18675520474811
102.46577852634792,53.44615212821019,-69,5.939918264904017,37.74194013970742
88.28626403326389,30.58418327779469,-54,5.119334419405528,39.623276042892286
52.447148915375955,24.419293419984047,-34,4.648141832142325,35.30174330340884
66.43485291952013,36.32840107028345,-46,4.93049343445638,37.82048648102886
86.95399583489703,41.67704397868245,-58,5.251874400490627,39.62225856337634
84.98472308641462,29.858436880159168,-52,5.049241390765343,39.428246863284635
62.78802114067318,26.91616352410534,-40,4.672518061627158,38.12891848004489
88.10770807609967,27.776815985797302,-53,5.202246176315684,38.31038080192805
45.78147247546306,15.917160814702111,-26,4.442084178599394,33.23867524795067
84.43077134283715,43.70842094911148,-57,5.082951406365159,41.40041429322626
41.22296946234111,3.760053547046144,-17,3.944797232381989,33.677430919556464
62.091296673610245,14.250821367688244,-36,4.714924187209757,35.110670410900156
65.25466814487675,24.124253484297128,-41,4.700659604029961,37.81662335613925
47.151005510672775,78.10044285443159,-60,5.357544765274287,39.44587531340684
77.94048324179298,45.44107110899512,-55,5.175177744242855,39.502381118023216
116.89318171420433,42.93595164719291,-73,5.917725194033494,39.1402805938922
53.45380260513481,28.907402612039032,-36,4.868648389283379,34.04325466864228
43.20798517688209,8.402230679333103,-21,4.0452236105760235,34.905013512202736
110.9454635176943,87.14624061870975,-90,6.097492542125553,43.34138955753941
34.75610650655834,3.071218934759553,-13,3.871859953637121,32.03482593156096
72.57098343387958,21.5446359824807,-43,4.923174963976683,36.92659035119374
60.87973173137306,43.417869360918544,-46,5.000254333955736,37.572651304434146
74.31610733236403,35.63398095411252,-49,4.911517409664893,39.47494084610703
72.99359969316569,24.070544866807026,-44,4.870693419988383,37.96795239879721
95.63072928079903,26.24231219584241,-56,5.366758688781335,38.02680699720088
63.999824537873934,16.068914914806587,-37,4.563580722675914,37.80042385130819
68.76033510998838,38.51618483327336,-48,5.004645314061754,38.00400797137177
55.97666642140557,38.24971555825053,-42,4.779448704559078,37.46166261279436
50.14226765568055,6.158267510036487,-25,4.186755458012134,34.98325984131827
53.4729596177274,20.792758726396514,-33,4.456437270366951,36.892032783872224
117.17664527765601,79.9292300669907,-90,6.011472274602335,44.16573678409713
217.47956063867423,53.48576393345223,-117,7.415453979886347,41.44057814026398
51.30652957444494,14.401113869429205,-29,4.327181105783088,36.18752526522351
44.118230448271625,18.664110094850958,-27,4.458609240825274,33.06189975195091
56.7405229955494,33.31505789933983,-40,4.568267182854653,38.794695094389084
39.06503531425615,4.890107599741983,-17,4.128097624456936,31.528147449645402
58.04037572684044,31.201717152899878,-40,4.923684813189374,34.97061429818455
48.49535499098424,18.999606225067083,-29,4.543115547082449,33.7850565361281
66.83168763714876,28.437819391959813,-43,4.9093956463996795,36.58227327223784
92.2191663674771,67.94570265835756,-72,5.771078777834173,40.0976330970327
137.39590692402254,69.41014071090711,-96,6.299213329080892,43.34428829215679
82.4833591420734,17.272550516147994,-47,4.857921778955384,39.085627536550625
49.257940765497366,44.01180775030351,-41,5.061203734606905,34.57862348829521
92.6483830071897,46.005931219513656,-62,5.785454584423419,36.271423947086
67.41767912767155,36.97900063175832,-47,4.981199476209037,37.770634879184584
76.49293646842202,19.221522501959313,-44,4.844723902587234,38.24686906364766
70.85764403909494,49.92612197455301,-54,4.93730239918485,41.591870095830444
138.81175952620657,48.98912132888559,-88,6.290831462986649,40.81130060990678
83.46251540346066,25.223139721410902,-50,5.164440268577885,37.311335622184274
77.68357370637041,43.82073841974195,-54,5.191797245631127,38.873837487191466
54.855075035456494,38.48401269848935,-41,5.018270352374304,34.99837295609601
81.90774802345811,63.69264551929095,-65,5.480021007169491,40.404472029821534
110.27437903267419,81.66812018016255,-87,6.406941527960887,39.429615928325944
117.02268945828052,45.567607341077895,-74,5.834586241455794,40.31189690661248
102.89989370161135,62.26595960218565,-73,5.614131308351816,42.455179498476575
105.20130877028792,36.28549544523821,-64,5.320267287566289,41.5951970552978
59.09590775791024,6.69448729099892,-31,4.477108319228223,35.577742600835585
43.502092639948124,11.723555739088063,-23,4.240017690702731,33.785875612281785
